age,priors_count,length_of_stay,c_charge_degree_F,sex_Female,race,risk
22,1,8,1,0,0,1
44,14,1,1,0,1,0
71,3,0,0,0,0,1
50,2,0,0,0,0,1
20,1,187,1,0,1,0
21,2,0,1,0,0,0
24,3,97,1,0,0,1
25,1,1,1,0,0,1
20,1,0,1,0,1,0
34,5,3,0,0,1,1
25,5,10,0,0,0,0
64,0,0,0,0,0,1
19,0,0,1,0,1,1
31,2,1,1,1,0,1
29,7,1,0,0,0,0
27,0,5,1,1,0,1
50,0,2,1,0,0,1
22,0,1,1,1,1,1
29,1,0,0,0,1,1
31,10,1,1,0,0,1
37,11,1,1,0,1,0
38,2,10,0,0,1,1
37,13,1,1,1,1,1
34,1,0,1,0,1,1
34,0,2,0,1,0,1
31,0,1,1,0,1,1
33,9,1,0,0,1,0
45,20,46,0,0,1,1
35,0,1,1,0,0,1
54,12,118,0,0,1,1
23,1,0,0,1,0,1
56,1,1,1,0,0,1
37,3,1,0,0,1,1
48,6,1,1,0,1,1
24,5,5,0,0,0,1
36,0,1,1,0,1,0
31,0,3,0,0,1,1
53,1,0,0,0,0,1
24,0,20,0,0,1,1
26,0,1,1,0,0,1
20,1,1,0,0,1,1
43,8,1,1,0,1,1
45,0,2,0,0,0,1
44,0,1,0,0,0,1
34,9,0,1,0,1,1
37,13,1,1,0,0,1
20,2,129,1,0,1,0
29,5,5,1,0,1,1
52,0,1,1,0,0,1
43,0,3,1,0,1,1
38,1,16,0,1,0,1
31,1,0,0,0,0,1
49,0,-1,1,0,0,1
33,0,0,1,0,1,1
28,7,1,1,1,0,0
30,18,61,1,0,1,0
54,0,1,1,0,0,1
21,0,0,0,1,1,1
20,0,11,1,0,1,1
26,2,0,1,0,0,1
34,5,0,1,0,1,1
30,9,4,1,1,0,1
21,0,1,0,0,1,1
46,0,0,1,0,1,1
27,9,0,1,0,1,1
27,9,0,1,0,1,1
33,3,114,0,0,1,1
62,13,1,1,0,1,0
67,0,0,0,0,0,1
33,3,11,1,0,1,1
21,0,7,1,0,1,0
28,0,29,1,1,1,0
25,10,7,1,0,1,0
47,1,1,0,0,0,1
27,0,0,1,0,1,1
61,0,0,0,0,0,1
30,4,1,0,0,1,1
23,0,0,1,0,0,1
24,1,1,1,0,1,1
43,2,-1,1,0,1,1
28,2,1,1,0,0,1
53,4,0,1,1,0,1
24,1,4,1,0,0,1
46,0,1,0,0,1,1
54,0,0,0,0,0,1
23,2,7,1,0,1,0
24,0,0,0,1,1,1
28,5,26,0,0,0,1
44,11,15,1,1,1,0
31,0,0,0,0,0,1
22,6,0,1,0,0,0
24,0,1,0,0,0,1
23,0,3,1,0,1,1
23,5,4,1,0,1,0
26,3,33,1,0,1,1
34,19,1,0,0,1,0
28,0,0,0,0,1,1
25,14,83,1,0,1,0
34,16,1,1,0,1,0
50,0,1,0,1,1,1
29,0,0,0,0,1,1
44,2,5,0,0,1,1
23,0,0,0,1,1,1
49,3,0,1,0,0,1
29,1,2,1,0,0,1
21,0,0,0,1,0,1
53,0,1,1,1,0,1
21,0,12,1,0,1,1
45,1,0,0,0,0,1
43,6,0,1,1,1,1
22,1,1,1,0,0,1
35,4,11,1,0,1,1
31,0,80,1,0,0,0
34,3,2,0,0,1,1
59,2,0,0,0,1,1
32,0,17,1,0,1,1
33,0,1,0,1,1,1
27,17,1,1,0,1,1
38,14,4,1,1,1,0
42,0,0,1,0,1,1
32,1,1,1,0,0,1
30,2,1,1,0,1,1
42,0,6,0,0,0,1
61,0,-1,0,0,0,1
24,17,130,1,0,1,0
27,1,6,1,0,1,1
56,4,0,0,0,0,1
67,0,24,1,0,0,1
27,2,0,0,0,0,1
25,2,0,0,1,0,1
25,5,0,0,0,0,1
20,0,0,1,0,1,1
34,1,2,1,0,0,1
46,2,2,1,0,0,1
21,0,0,1,0,1,1
26,2,1,1,0,0,1
21,1,0,0,0,0,1
26,3,2,0,0,0,1
22,1,1,1,0,1,1
27,2,131,1,0,1,1
59,10,127,1,0,1,1
23,0,0,0,1,1,1
23,0,1,1,0,1,1
29,0,0,1,0,1,1
24,0,1,1,0,0,1
53,6,10,1,1,0,1
33,2,0,0,0,0,1
34,5,1,1,0,0,1
21,1,1,1,1,0,1
23,0,1,0,0,0,1
24,1,0,0,1,1,1
26,0,0,1,0,0,1
23,6,0,1,0,1,1
56,1,0,1,1,1,1
27,6,10,1,0,1,1
59,0,0,0,0,0,1
50,30,3,0,1,0,1
28,0,0,1,1,0,1
48,0,9,1,1,1,1
27,1,0,1,1,1,1
25,0,-1,0,0,1,1
60,0,0,0,1,0,1
36,0,2,0,0,0,1
22,3,106,1,0,1,1
26,4,0,1,1,1,0
26,0,1,1,0,0,1
23,2,7,1,0,0,1
31,6,0,0,0,1,0
44,0,2,1,0,1,1
30,13,1,1,0,0,0
54,1,2,1,0,0,1
21,1,11,1,0,1,1
24,1,123,0,0,1,0
45,1,2,1,1,1,1
21,1,0,1,0,1,0
37,8,1,0,0,1,1
23,0,1,1,0,1,1
53,1,21,1,0,0,1
54,0,-1,0,0,0,1
26,1,0,1,0,1,1
28,9,12,0,1,1,0
30,7,37,0,0,0,1
29,0,0,0,0,0,1
30,2,6,0,0,0,0
21,2,12,1,1,1,1
24,1,0,1,0,1,1
25,1,-1,1,0,1,1
36,2,-1,1,0,1,1
30,1,3,0,0,0,1
49,0,-1,1,1,0,1
57,0,1,0,0,0,1
53,0,0,0,1,0,1
33,0,0,0,0,0,1
59,0,1,1,0,0,1
43,0,0,0,0,0,1
74,0,0,0,1,0,1
25,6,1,0,0,1,1
30,22,3,1,0,0,1
38,2,1,1,0,1,1
25,8,29,1,0,1,1
27,0,2,0,0,1,1
33,5,5,0,0,1,0
27,0,0,0,1,0,1
52,0,0,1,0,1,1
53,3,2,1,1,1,1
26,0,0,0,0,0,1
52,6,6,1,1,0,1
42,1,0,1,1,1,1
28,3,16,1,1,1,1
32,1,0,1,1,0,1
20,0,1,1,0,0,1
31,10,4,1,0,1,0
30,8,45,1,1,1,1
25,9,0,1,0,0,0
25,6,0,1,0,0,0
29,1,1,1,1,0,1
31,1,117,0,0,0,1
29,1,0,1,0,0,1
26,4,2,1,0,0,1
50,2,0,0,0,0,1
23,2,1,0,0,0,1
46,17,6,1,0,1,0
29,3,1,1,0,0,1
20,0,0,1,0,1,1
31,0,0,1,0,1,1
34,11,1,1,0,1,0
37,1,1,1,1,0,1
22,7,11,1,0,1,0
37,23,-1,0,1,1,0
24,1,6,1,0,0,0
21,0,0,1,0,1,1
57,23,30,1,0,1,0
24,0,0,0,0,0,1
37,6,1,0,0,0,1
25,7,18,1,0,1,1
47,28,117,1,1,0,0
26,0,0,1,0,0,1
21,0,3,1,0,1,1
41,0,1,1,0,0,1
20,0,2,1,0,1,0
38,16,241,1,0,1,0
51,2,1,1,0,0,1
29,4,1,1,0,1,1
30,1,1,1,0,0,1
61,0,0,0,1,0,1
21,1,0,1,0,1,1
20,0,2,1,1,1,1
40,0,0,0,0,0,1
45,6,1,1,0,1,1
30,21,1,1,0,1,1
20,1,5,1,0,1,0
27,3,0,1,0,1,0
32,9,0,1,0,1,0
66,0,0,0,0,0,1
21,0,0,1,0,1,0
50,11,2,1,0,1,0
30,7,0,1,0,1,1
66,1,4,1,0,0,1
32,8,2,1,0,0,1
23,1,2,1,0,1,1
41,0,1,1,0,0,1
59,1,0,1,0,1,1
25,2,0,1,0,0,1
44,2,1,1,0,1,1
28,6,0,1,0,1,0
27,0,0,1,1,1,1
34,1,3,0,1,0,1
25,4,9,0,0,1,1
45,38,121,1,0,1,0
53,8,5,0,0,0,1
33,7,0,0,1,0,1
25,8,1,0,0,1,0
37,24,19,1,0,1,0
29,1,1,1,1,0,1
47,20,1,1,0,1,0
33,0,0,1,1,0,1
32,11,1,0,0,1,0
62,0,1,0,0,0,1
40,15,72,1,0,1,0
33,9,49,1,0,0,0
44,6,118,1,0,0,1
32,8,0,1,0,0,0
60,19,39,1,0,1,0
32,14,1,1,0,1,0
22,0,0,1,0,1,0
30,1,0,1,0,0,1
37,11,1,1,0,0,1
29,29,5,1,0,1,0
43,4,2,0,0,0,1
38,2,0,1,0,0,1
38,1,1,1,0,0,1
60,0,0,1,0,0,1
29,11,34,1,1,0,0
49,0,0,1,0,0,1
26,12,10,0,0,1,0
25,24,0,1,0,0,0
29,5,1,1,0,1,1
20,0,1,1,0,0,1
21,1,0,1,1,1,1
21,0,3,0,0,1,1
24,0,1,1,1,1,1
40,0,1,1,1,0,1
43,1,0,1,0,0,1
38,2,0,0,1,0,1
23,3,0,1,0,1,0
28,1,1,0,0,1,1
24,2,24,0,0,1,0
43,2,1,1,0,0,1
42,8,1,1,0,0,1
33,0,0,0,0,0,1
37,0,35,1,0,0,1
42,0,0,0,1,0,1
46,7,3,1,1,0,1
35,3,1,1,0,0,1
63,2,3,1,0,0,1
38,2,19,1,0,0,1
23,1,1,1,0,1,1
36,2,0,1,0,1,1
32,12,1,0,0,1,0
53,3,197,1,0,0,1
33,0,0,0,1,0,1
39,3,1,1,0,0,1
34,1,0,0,0,0,1
29,1,1,1,0,1,1
30,0,-1,0,0,0,1
49,3,1,1,0,1,1
47,2,0,1,0,0,1
39,3,1,1,1,0,1
55,0,0,0,0,0,1
28,0,2,1,1,1,1
69,0,0,0,0,0,1
44,0,21,1,0,0,1
30,0,0,0,0,1,1
30,3,0,0,0,0,1
26,2,3,1,0,1,1
37,3,83,1,0,0,1
44,0,2,0,0,1,1
21,0,1,0,1,1,1
28,2,0,1,0,0,1
50,1,0,1,0,1,1
31,0,-1,1,1,1,1
30,3,206,0,0,1,1
25,0,1,0,0,1,1
24,8,35,1,0,0,0
57,0,1,1,0,1,1
27,0,0,0,0,1,1
30,0,0,1,0,1,1
34,0,1,0,1,0,1
43,0,-1,1,1,1,1
43,1,1,0,0,0,1
46,1,1,0,0,0,1
64,13,1,0,0,1,1
23,1,2,0,0,1,1
35,9,1,1,0,1,1
41,5,0,0,1,1,1
49,1,0,0,0,1,1
69,0,0,0,0,0,1
27,0,0,1,0,0,1
25,0,1,0,1,1,1
43,1,0,0,0,0,1
55,0,-1,0,0,0,1
53,18,41,0,0,1,1
26,2,1,1,0,0,0
25,0,0,0,0,0,1
25,6,32,0,0,1,1
45,0,0,1,0,0,1
33,5,186,1,1,1,1
33,3,0,1,0,0,1
23,2,19,0,0,0,1
23,1,178,0,0,1,1
36,12,13,1,0,0,1
42,1,0,1,0,1,1
27,1,1,1,0,0,1
22,3,1,1,0,1,1
25,0,0,0,1,1,1
27,7,10,1,0,1,1
22,0,0,1,0,0,1
50,0,2,1,0,1,1
24,2,91,1,0,0,0
22,0,0,1,0,1,1
27,2,4,1,1,1,1
29,0,0,0,1,0,1
59,0,0,0,1,0,1
22,1,1,1,0,1,1
31,9,26,1,1,0,1
26,5,0,0,0,0,1
33,16,33,0,0,1,0
39,2,0,1,1,0,1
49,0,-1,0,0,0,1
30,1,0,1,1,1,1
34,5,1,1,0,0,1
35,2,34,0,0,0,1
30,3,12,1,0,0,1
44,11,1,1,0,1,1
27,5,0,1,0,0,1
25,3,1,0,1,1,0
37,4,1,0,0,1,1
21,3,127,1,0,0,0
70,1,12,0,0,0,1
47,0,0,0,0,0,1
51,4,0,0,0,0,1
20,1,0,0,0,1,1
31,1,33,1,1,1,1
55,13,0,1,0,0,1
32,0,17,0,0,0,1
23,1,1,1,0,1,0
38,0,0,1,0,0,1
36,1,0,0,1,1,1
52,0,0,0,0,0,1
32,4,1,1,0,1,1
22,0,0,1,0,1,1
22,0,6,1,1,1,1
33,0,40,1,0,1,1
57,16,12,0,0,1,1
41,8,0,1,0,1,1
25,3,1,1,0,0,0
24,0,0,0,1,0,1
36,8,1,0,0,0,1
54,11,1,1,0,1,0
32,4,108,1,0,1,1
29,2,-1,0,1,0,1
33,1,3,1,0,1,1
54,7,18,1,1,1,1
29,0,2,1,0,1,0
31,6,1,0,0,0,1
22,6,1,1,0,1,0
29,2,8,1,1,0,1
22,1,1,1,0,0,0
31,2,0,0,0,0,1
22,1,-1,1,0,1,0
42,0,0,0,1,0,1
36,0,3,1,0,0,1
21,0,0,0,1,0,1
37,8,0,1,0,0,1
51,0,1,0,0,1,1
37,3,0,0,0,0,1
42,1,7,0,0,1,1
34,17,39,1,0,0,1
29,7,8,0,0,1,0
30,0,1,1,0,1,1
29,0,0,1,0,1,1
26,6,18,1,0,1,0
22,0,0,0,0,1,1
28,11,26,1,0,1,0
26,0,1,1,0,1,1
32,0,0,0,0,1,1
29,0,1,1,0,1,1
21,1,2,1,0,1,0
61,1,0,1,1,1,1
28,7,1,1,0,1,1
46,14,0,1,0,0,1
29,5,2,1,0,1,1
43,0,0,0,1,0,1
26,1,1,0,0,0,1
27,4,1,1,0,1,1
30,0,-1,1,0,0,1
69,1,1,1,0,1,1
33,7,26,1,1,1,0
33,2,1,0,0,1,1
28,9,8,1,0,0,0
59,5,151,0,0,1,1
29,0,0,1,1,1,1
24,0,1,0,0,1,1
50,9,424,1,0,0,1
21,1,2,1,0,1,0
22,1,-1,0,1,1,1
27,0,0,0,1,1,1
21,0,1,1,0,1,1
42,0,2,0,0,0,1
48,12,-1,0,0,1,1
55,2,13,0,0,0,1
21,0,3,1,0,1,1
29,7,27,0,0,0,1
55,0,1,1,1,0,1
22,1,1,0,0,0,1
29,0,0,0,0,1,1
23,0,2,1,1,1,1
33,3,0,0,0,0,1
29,2,160,1,0,1,0
77,0,-1,0,0,1,1
32,6,130,1,0,1,0
21,1,0,1,0,0,1
24,1,0,1,0,1,1
52,7,3,1,0,1,0
34,4,0,0,0,1,1
37,5,1,1,0,0,1
33,0,0,1,0,0,0
50,5,31,1,0,1,1
27,2,6,1,0,0,1
46,0,5,1,0,0,1
59,13,242,1,0,1,1
32,10,3,1,0,1,1
33,2,1,0,0,0,1
42,9,0,1,0,1,1
34,0,2,1,0,0,1
39,6,35,0,0,1,1
29,7,1,1,0,1,1
44,0,1,0,0,0,1
25,3,0,0,0,1,0
23,0,1,1,0,0,1
21,1,0,1,0,1,0
32,0,0,1,0,1,1
28,4,3,1,0,0,1
25,2,274,1,0,1,0
48,20,46,1,0,0,0
35,1,-1,0,0,1,1
32,1,115,0,0,1,0
41,0,3,0,0,0,1
30,0,0,0,0,0,1
26,7,0,1,0,0,0
46,2,0,1,0,0,1
45,1,5,1,0,0,1
37,1,0,1,0,0,1
37,0,0,0,1,0,1
33,0,1,0,1,0,1
50,1,1,1,0,0,1
27,10,14,1,1,1,0
30,1,2,0,1,1,1
21,1,1,0,0,1,1
30,10,7,1,0,1,1
34,0,2,1,0,0,1
45,3,36,1,0,1,0
25,1,0,1,0,1,1
20,0,0,1,1,0,1
41,31,242,1,0,0,0
27,5,0,0,0,1,1
28,0,0,1,1,0,1
48,12,1,1,0,0,1
54,0,1,0,0,0,1
38,0,1,0,0,0,1
37,0,1,0,0,1,1
21,1,0,1,0,0,0
71,13,0,1,0,0,1
40,1,1,1,0,1,1
30,3,530,1,1,0,1
22,1,0,1,0,1,1
28,5,1,0,0,1,1
27,5,0,0,0,1,1
26,2,1,1,0,1,1
38,1,77,1,0,1,1
20,0,1,0,1,1,1
49,0,1,1,0,0,1
32,1,15,1,0,0,1
51,1,17,1,0,0,1
48,2,1,1,0,1,1
30,0,0,0,1,0,0
37,2,0,0,0,1,1
25,0,0,0,0,1,1
30,0,0,1,0,0,1
61,4,1,1,0,0,1
48,0,0,0,0,0,1
29,0,1,0,0,1,0
21,0,1,0,1,1,1
51,9,35,1,0,1,0
26,7,2,1,0,1,0
28,0,0,0,1,1,1
25,0,1,1,0,1,1
24,0,0,1,0,1,1
23,3,6,0,0,1,1
50,0,1,0,1,0,1
36,0,0,1,0,1,1
34,2,25,0,0,1,1
29,0,0,1,0,1,1
39,0,18,1,0,1,1
28,1,0,1,0,1,1
24,2,0,0,0,1,1
30,0,-1,0,1,1,1
35,5,0,1,0,0,1
32,3,1,0,1,1,1
24,5,18,1,0,0,1
23,1,3,1,0,1,1
25,1,1,1,0,0,1
59,17,23,1,0,0,1
32,5,0,1,0,0,1
45,0,1,0,0,0,1
24,2,1,1,1,1,1
43,9,0,1,0,1,1
36,6,0,1,1,0,1
26,0,5,0,0,0,1
28,3,0,1,0,1,1
54,2,39,0,0,0,1
38,3,0,1,0,0,1
80,0,0,0,0,0,1
58,1,0,1,0,0,1
31,1,1,1,0,0,1
31,7,3,1,0,1,1
46,3,2,1,0,1,1
32,1,-1,1,0,1,1
27,4,1,1,0,1,1
37,2,1,0,1,0,1
69,0,0,0,0,0,1
55,0,0,1,0,0,1
24,2,10,1,0,0,1
53,6,8,0,0,1,1
29,2,1,0,0,0,1
24,0,0,1,1,1,1
22,0,0,0,0,0,1
47,7,0,1,1,1,0
28,10,1,0,0,1,1
34,1,116,1,1,1,1
25,2,2,0,0,1,1
30,1,-1,1,0,0,1
50,1,0,0,1,0,1
49,0,0,0,0,0,1
24,2,1,1,1,1,1
32,0,0,1,0,0,1
48,0,27,1,0,0,1
22,0,0,0,0,1,1
41,0,0,0,0,0,1
21,0,0,1,0,0,1
37,0,0,0,0,0,1
29,5,3,1,0,1,1
35,4,2,1,1,1,1
20,0,1,1,0,1,1
39,3,3,1,0,1,1
35,3,11,0,0,1,1
34,3,0,0,0,0,1
44,3,2,0,0,1,1
46,2,9,1,1,1,0
33,2,1,0,0,1,1
28,11,0,0,0,0,1
52,0,0,1,1,0,1
22,2,0,1,0,0,1
54,4,3,1,0,1,1
32,4,0,1,0,1,1
42,0,2,1,0,0,1
42,5,31,1,0,0,1
28,0,0,0,0,1,1
42,6,-1,1,0,0,1
35,2,0,0,0,0,1
61,1,-1,0,1,0,1
29,6,67,1,1,0,1
42,4,4,1,1,0,0
24,0,1,1,0,0,1
22,1,0,1,0,0,1
36,7,0,1,0,1,1
35,3,1,0,0,0,1
41,2,1,0,0,0,1
37,2,7,1,0,1,1
22,1,17,1,0,0,1
33,1,0,0,0,0,1
58,5,2,0,0,0,1
38,4,1,0,0,0,1
43,4,25,1,0,1,1
22,2,1,1,0,0,0
25,2,12,0,0,0,0
22,2,2,1,1,1,0
21,1,1,1,0,1,1
27,1,0,0,0,0,1
51,8,0,0,0,1,1
35,1,1,0,0,1,0
50,0,0,1,0,0,1
52,2,1,1,1,1,1
27,1,31,0,0,0,1
21,1,0,0,0,0,1
33,1,0,1,0,0,1
52,3,24,1,0,1,1
29,2,1,0,0,1,1
36,1,14,0,0,0,0
29,1,14,1,0,0,1
48,1,0,1,0,0,1
29,2,2,1,0,0,1
22,0,1,1,0,1,1
28,12,76,1,0,1,0
41,0,1,0,1,1,1
66,11,5,1,1,1,0
21,0,0,1,1,1,1
30,9,7,0,0,0,1
24,11,77,0,1,1,0
22,0,2,0,0,1,0
43,2,5,1,0,1,1
25,3,1,1,0,1,1
36,1,1,0,0,1,0
21,0,0,0,0,0,1
34,7,0,1,0,1,1
47,0,1,0,1,0,1
36,2,1,0,0,0,1
38,0,1,0,0,1,1
38,2,9,1,0,0,1
22,2,1,0,0,1,1
21,0,30,1,0,1,1
31,2,16,1,0,0,1
74,0,1,0,0,0,1
23,0,1,0,0,0,1
30,8,1,1,0,1,0
31,3,61,1,1,1,1
29,0,0,1,1,0,1
20,1,3,1,1,1,0
32,6,9,0,0,0,1
49,0,0,1,0,1,1
29,2,1,1,0,1,1
44,8,9,0,0,1,0
36,0,0,0,1,0,1
53,1,6,1,0,0,1
31,8,0,1,0,1,0
43,0,0,1,0,0,0
40,10,4,1,0,0,1
36,10,32,1,0,1,0
36,1,1,1,0,0,1
59,1,0,0,0,0,1
35,5,0,0,0,0,1
38,0,7,1,0,0,1
23,0,11,1,1,0,1
32,6,8,1,1,0,1
41,0,0,0,0,0,1
48,0,9,0,0,0,1
30,0,37,1,0,0,0
27,2,246,1,0,1,1
22,0,1,1,0,0,0
57,0,0,1,0,1,1
32,0,7,0,1,0,1
40,1,1,0,0,0,1
43,0,0,0,1,0,1
49,3,0,1,0,0,1
21,2,5,1,0,0,0
28,2,1,1,0,1,1
40,24,1,0,0,1,0
38,7,1,1,0,0,1
50,4,2,0,0,1,1
43,5,14,0,0,1,1
26,1,0,1,0,1,0
27,1,25,1,1,0,1
43,4,1,1,0,1,1
33,3,1,0,0,1,1
38,9,1,1,0,1,1
26,5,2,1,0,1,1
28,1,1,0,0,1,1
38,10,0,1,0,0,0
26,2,199,1,0,0,1
23,0,1,1,0,1,1
27,0,1,0,0,1,1
37,8,1,0,0,1,1
36,0,0,0,0,0,1
67,1,0,1,0,0,1
30,1,4,0,0,1,1
25,0,1,1,0,1,0
34,2,1,0,0,0,1
43,2,0,1,0,0,1
30,0,0,0,1,0,1
24,0,6,1,0,1,0
55,11,57,0,0,0,1
36,1,95,1,0,0,1
22,0,0,1,0,1,0
35,7,1,1,0,0,1
22,2,1,1,0,1,0
22,0,5,1,0,1,0
26,8,14,1,0,1,0
48,1,0,0,1,0,1
45,1,2,0,0,1,1
33,0,5,1,0,0,1
54,1,0,1,0,0,1
24,9,4,1,0,0,0
35,8,62,0,0,1,1
34,0,0,1,0,0,1
37,9,2,1,0,0,1
30,2,5,0,0,1,1
23,3,6,1,0,1,1
41,1,1,1,0,0,1
24,8,-1,1,0,0,0
27,0,60,1,0,1,0
54,7,0,1,0,0,1
27,1,0,0,0,0,1
27,1,16,0,0,1,1
33,5,2,1,1,0,1
22,1,1,1,1,1,1
49,1,1,0,0,1,1
54,0,-1,0,0,1,1
46,0,0,0,0,1,1
34,4,0,1,0,1,1
49,10,43,1,0,1,1
31,15,135,1,0,1,1
32,4,0,1,0,0,0
23,2,13,1,0,0,1
26,1,57,1,0,1,0
27,10,7,1,0,1,0
24,0,1,1,0,1,1
46,2,19,1,1,0,0
34,12,3,1,1,0,0
21,1,242,1,0,1,0
56,16,0,1,0,1,1
27,2,83,1,0,1,1
50,2,30,0,0,1,1
35,5,0,1,0,0,1
50,1,5,0,0,0,1
23,0,3,1,0,1,1
41,8,2,1,0,1,1
46,0,0,1,0,0,1
37,4,1,1,0,0,1
34,6,13,1,0,1,0
52,4,1,0,0,0,1
31,2,0,1,0,0,1
25,4,0,1,0,1,1
39,0,1,1,0,0,1
55,1,33,1,0,0,1
38,0,1,0,1,0,1
29,12,0,1,0,1,1
26,0,1,0,0,0,1
29,6,39,1,0,1,0
35,0,1,0,0,0,1
31,0,2,1,1,1,1
37,2,0,0,0,0,1
32,4,1,0,0,0,1
21,1,0,1,0,1,0
32,0,0,1,0,0,1
23,4,31,1,0,1,0
59,2,18,1,0,0,1
30,1,0,0,0,0,1
25,1,0,0,0,1,1
53,0,-1,0,0,0,1
19,1,1,1,0,1,1
28,7,1,1,0,0,0
33,3,1,1,1,0,1
57,0,109,0,0,0,1
24,2,15,0,0,0,1
36,1,6,1,1,1,1
22,8,39,1,0,1,1
43,23,102,1,0,1,1
23,4,27,1,0,0,0
29,1,0,0,0,0,1
24,4,5,1,1,1,0
35,5,0,1,0,1,1
25,0,2,1,0,0,1
22,0,2,1,0,0,1
35,0,15,0,0,0,0
39,2,4,1,0,0,1
26,4,0,1,0,1,0
31,1,36,1,0,0,1
23,0,1,1,0,1,1
30,9,1,0,0,1,1
23,1,0,1,0,1,1
25,0,0,1,0,0,1
23,2,116,1,1,1,0
26,0,2,1,0,1,1
54,1,0,0,0,1,1
21,1,1,1,0,0,1
23,0,1,1,0,1,1
43,1,1,0,0,0,1
25,0,0,1,0,0,1
20,4,1,1,0,1,0
35,0,1,1,1,0,1
31,1,0,0,0,1,1
24,1,1,1,0,1,1
21,0,1,0,0,1,1
20,0,0,1,0,0,1
20,1,109,1,0,1,0
32,9,56,1,0,1,0
31,1,1,0,0,1,1
28,1,4,1,0,0,1
31,1,-1,0,0,0,1
34,4,0,0,1,0,1
30,7,1,1,0,0,0
27,2,0,1,0,0,1
26,8,1,1,0,1,1
33,0,1,0,0,1,0
23,0,3,1,0,1,1
57,7,151,1,0,0,1
26,0,0,1,1,1,1
51,1,0,1,0,0,1
32,1,0,1,0,0,1
44,0,0,0,1,0,1
36,1,0,1,0,0,1
77,1,3,0,0,0,1
20,1,5,1,0,0,0
20,8,1,1,0,0,0
37,8,1,1,0,1,1
30,0,1,0,0,1,0
20,0,0,1,0,1,0
51,0,1,1,0,1,1
26,9,0,1,0,0,1
22,0,0,1,0,1,1
24,0,1,1,0,0,1
26,2,33,1,1,0,1
29,3,0,1,0,1,1
28,10,3,0,1,1,1
24,0,0,0,0,0,1
57,2,9,1,0,0,1
25,0,7,1,0,1,1
27,8,0,0,0,1,1
24,1,1,1,0,1,1
30,1,1,0,0,1,1
34,0,0,0,1,0,1
56,0,-1,0,0,0,1
22,0,0,0,0,0,1
35,2,1,1,1,1,1
20,0,23,0,0,0,1
27,6,1,0,0,1,0
28,5,27,0,0,1,1
27,7,4,1,0,1,0
47,0,1,0,0,0,1
21,0,1,1,0,1,1
32,3,120,1,0,0,1
37,4,1,1,0,1,1
25,0,0,1,1,0,1
57,0,-1,1,0,0,1
29,6,0,1,0,0,1
57,0,1,0,0,0,1
52,10,149,1,0,0,1
44,0,0,1,1,0,1
38,2,28,0,0,0,1
38,2,192,1,0,1,1
27,4,1,0,0,0,1
28,16,29,1,0,0,0
28,2,0,1,1,1,1
27,10,0,1,0,1,1
59,0,1,0,0,0,1
23,1,1,1,1,1,0
42,3,-1,1,0,0,1
24,4,3,1,0,1,1
37,6,20,1,0,1,1
45,0,1,1,0,0,1
32,1,0,1,0,0,1
24,3,1,1,0,0,1
37,3,38,1,0,0,1
20,0,0,1,1,1,1
28,6,30,0,1,0,0
22,2,1,1,0,1,1
38,3,1,0,0,0,1
20,1,1,1,0,1,1
30,6,17,1,0,0,0
49,1,4,0,0,0,1
24,0,6,1,0,0,1
34,1,0,1,0,0,1
23,2,0,1,0,0,1
25,1,0,0,1,0,1
42,0,0,1,0,0,1
34,2,2,1,0,0,1
36,3,45,0,0,0,1
45,0,0,1,1,0,0
37,2,1,1,0,0,1
30,1,2,1,0,0,1
24,1,0,1,0,1,1
36,25,0,0,0,1,0
55,0,0,1,0,0,1
31,0,3,0,1,0,1
33,7,116,1,0,0,0
31,3,1,1,0,0,1
57,20,33,1,0,1,1
37,2,169,1,0,1,0
54,0,0,0,0,1,1
30,3,2,0,0,0,1
65,1,1,0,1,0,1
51,4,7,0,0,1,1
21,0,0,1,0,1,1
24,1,0,0,0,1,1
29,5,8,1,1,1,1
52,0,0,1,0,0,1
42,0,1,0,1,0,1
21,2,21,0,0,1,0
60,4,1,1,0,0,1
23,2,1,1,0,1,1
27,3,37,0,0,1,1
24,7,199,1,0,1,0
30,0,-1,1,1,1,1
38,20,1,1,1,0,0
31,0,2,0,1,1,1
23,2,237,1,0,1,1
58,0,0,0,1,0,1
29,1,0,1,0,0,1
45,2,358,1,0,0,1
